x1,x2,x3,x4,x5,x6,x7,x8
1697.8127105190372,579.1631894380029,231.17958387366303,725.6045755092783,499.4707198625361,3.255764119219941,1.760681686165901,1.51657508881031
2390.9171880263857,2193.4500222252614,878.4901820737668,2921.964749958493,1614.1815263470214,3.987480407475377,1.7320508075688772,1.61245154965971
587.7439918876245,1154.471740667566,531.3623998741349,308.00162337234525,470.90551069190093,4.61519230368573,1.3416407864998738,1.5811388300841898
0.,0.,388.051542968199,3505.004707557466,709.928165380132,5.138093031466052,2.588435821108957,1.5811388300841898
2250.2644289060786,864.9404603786321,399.9949999687496,154.,166.4902399541787,5.138093031466052,0.4472135954999579,1.5491933384829668
285.1403163356596,1054.839324257491,574.4919494649164,742.3328094594768,725.713442069251,4.857983120596447,1.4832396974191326,1.5491933384829668
451.974556806022,1865.4074621915718,584.7777355542873,738.5634705291076,576.7382421861759,4.370354676682432,3.3015148038438356,1.449137674618944
584.9376035099813,1179.6609682446901,319.25538366643093,1486.9509070577951,746.2626883343424,4.012480529547776,1.4832396974191326,1.3416407864998738
854.6490507804943,1964.0725546679787,682.4741753355946,1717.4865356095227,1300.920059035143,2.949576240750525,1.61245154965971,1.3416407864998738
564.1852532635003,1384.7335483767265,399.27559404501545,2089.3463092556008,528.893183922803,2.4899799195977463,1.2649110640673518,1.449137674618944
645.6214060887387,609.0114941444044,941.1009510142894,2104.617542452785,1091.0797404406335,2.280350850198276,0.9486832980505138,1.51657508881031
639.7257224780008,726.008264415771,447.1219073138779,2110.2442986535943,949.6799460871015,3.1304951684997055,0.4472135954999579,1.6431676725154984
870.5561440826203,1024.8199841923458,1229.1741129717955,3704.890821603249,1182.3218681898766,3.847076812334269,2.3021728866442674,1.5811388300841898
913.0470962661236,1131.8259583522547,1784.8153966166922,4103.485469695244,1333.113273506794,4.39317652729776,1.224744871391589,1.61245154965971
0.,2086.9137500146,779.3343313366863,1777.6892304337111,468.7120651316755,4.483302354291979,2.345207879911715,1.6431676725154984
386.640660044957,2027.7097918587856,838.326308784354,487.3725474418928,306.5566831762113,5.224940191045253,2.,1.61245154965971
429.34484974202263,5353.3293378980525,642.5799561144123,534.9869157278522,219.99090890307264,5.347896782848375,1.8708286933869707,1.5491933384829668
415.5983638081363,1875.643889441703,671.6799833253929,986.1546531857972,197.3575435599055,5.079370039680118,1.51657508881031,1.51657508881031
980.8368875608217,1496.7481418060956,841.8978560371798,397.1234065123838,179.5466513193716,4.460941604639093,2.073644135332772,1.4832396974191326
907.283858558059,1265.4912089777629,1371.9996355684648,621.7419078685302,468.0897349867865,3.794733192202055,0.31622776601683794,1.3416407864998738
795.1861417303498,1263.3032098431477,1465.9525913207426,733.1718761654732,533.768676488233,3.2093613071762426,2.0248456731316584,1.4142135623730951
503.54245104062477,991.1659800457237,2626.1713576992647,836.9068048474693,1358.7869590189625,2.4083189157584592,1.140175425099138,1.378404875209022
1015.2339631828714,936.7400920212607,1724.5413883116867,1075.4357256479811,1181.906087639792,2.1213203435596424,1.4832396974191326,1.5491933384829668
861.8068229017451,530.1433768330978,3397.581345604546,1412.1299515271248,1661.5995305728754,2.7748873851023217,2.073644135332772,1.61245154965971
1899.3293553251895,252.8359151702938,801.5584819587402,2161.229973880614,1126.72933750746,3.5637059362410923,1.7888543819998317,1.61245154965971
615.5761528844339,815.345938850498,1071.5442128069192,5093.688545641557,1140.7927068490576,4.381780460041329,2.3664319132398464,1.7320508075688772
283.4025405672998,1283.332770562647,1425.794515349249,2293.357146194199,1021.6036413404173,4.277849927241488,2.1908902300206643,1.5811388300841898
796.438949323801,1333.0270064781134,242.86004199950224,740.676717603571,629.1065092653231,5.291502622129181,2.,1.51657508881031
375.4290878448286,700.8601857717415,433.85596688301985,0.,366.3413708551083,5.138093031466052,2.073644135332772,1.5491933384829668
357.4437018608665,726.008264415771,515.7858082576527,0.,139.55285736952862,4.878524367060187,2.756809750418044,1.51657508881031
123.1137685232647,894.4221598328163,395.658944041456,0.,81.93289937503738,4.636809247747852,3.331666249791536,1.61245154965971
474.6851588158197,822.2426649110347,703.152899446486,298.8762285629287,452.92273071684093,3.7549966711037173,1.449137674618944,1.51657508881031
184.4125809157282,1558.8527832993082,1326.350632374411,561.1871345638637,325.89262035216444,2.932575659723036,1.2649110640673518,1.449137674618944
82.58934555982388,1603.6873136618622,2270.776739355941,957.5197125908165,431.5715467914909,2.,0.31622776601683794,1.4832396974191326
252.31131564002436,1060.523927122816,1252.1824946867769,891.8643394597633,178.47688926020646,2.23606797749979,0.6324555320336759,1.51657508881031
